video,target,strict,frame_index,split,saved_image,saved_label,saved_preview,num_boxes,labels,top_label,top_conf
DJI_20260410102649_0017_D.MP4,drowning,False,60,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_000060.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_000060.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_000060.jpg,4,"drowning,drowning,tread water,tread water",drowning,0.6926
DJI_20260410102649_0017_D.MP4,drowning,False,120,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_000120.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_000120.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_000120.jpg,4,"tread water,tread water,tread water,drowning",tread water,0.7007
DJI_20260410102649_0017_D.MP4,drowning,False,180,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_000180.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_000180.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_000180.jpg,4,"tread water,tread water,drowning,drowning",tread water,0.6056
DJI_20260410102649_0017_D.MP4,drowning,False,240,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_000240.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_000240.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_000240.jpg,3,"drowning,drowning,tread water",drowning,0.5506
DJI_20260410102649_0017_D.MP4,drowning,False,300,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_000300.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_000300.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_000300.jpg,4,"tread water,tread water,drowning,tread water",tread water,0.7280
DJI_20260410102649_0017_D.MP4,drowning,False,366,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_000366.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_000366.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_000366.jpg,4,"tread water,tread water,tread water,drowning",tread water,0.6398
DJI_20260410102649_0017_D.MP4,drowning,False,426,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_000426.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_000426.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_000426.jpg,4,"tread water,tread water,drowning,tread water",tread water,0.5825
DJI_20260410102649_0017_D.MP4,drowning,False,486,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_000486.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_000486.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_000486.jpg,3,"tread water,tread water,drowning",tread water,0.6646
DJI_20260410102649_0017_D.MP4,drowning,False,546,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_000546.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_000546.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_000546.jpg,4,"drowning,tread water,tread water,drowning",drowning,0.7413
DJI_20260410102649_0017_D.MP4,drowning,False,606,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_000606.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_000606.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_000606.jpg,5,"tread water,tread water,tread water,drowning,drowning",tread water,0.6095
DJI_20260410102649_0017_D.MP4,drowning,False,666,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_000666.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_000666.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_000666.jpg,4,"drowning,drowning,drowning,tread water",drowning,0.6471
DJI_20260410102649_0017_D.MP4,drowning,False,726,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_000726.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_000726.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_000726.jpg,4,"tread water,tread water,tread water,drowning",tread water,0.5505
DJI_20260410102649_0017_D.MP4,drowning,False,786,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_000786.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_000786.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_000786.jpg,5,"drowning,tread water,drowning,drowning,tread water",drowning,0.4949
DJI_20260410102649_0017_D.MP4,drowning,False,846,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_000846.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_000846.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_000846.jpg,3,"drowning,tread water,tread water",drowning,0.6463
DJI_20260410102649_0017_D.MP4,drowning,False,906,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_000906.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_000906.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_000906.jpg,3,"drowning,tread water,drowning",drowning,0.6699
DJI_20260410102649_0017_D.MP4,drowning,False,966,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_000966.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_000966.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_000966.jpg,5,"tread water,tread water,tread water,drowning,drowning",tread water,0.6858
DJI_20260410102649_0017_D.MP4,drowning,False,1026,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001026.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001026.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001026.jpg,5,"tread water,tread water,tread water,drowning,drowning",tread water,0.5923
DJI_20260410102649_0017_D.MP4,drowning,False,1086,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001086.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001086.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001086.jpg,3,"tread water,tread water,drowning",tread water,0.5013
DJI_20260410102649_0017_D.MP4,drowning,False,1146,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001146.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001146.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001146.jpg,4,"tread water,drowning,tread water,drowning",tread water,0.6486
DJI_20260410102649_0017_D.MP4,drowning,False,1206,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001206.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001206.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001206.jpg,3,"tread water,tread water,drowning",tread water,0.6804
DJI_20260410102649_0017_D.MP4,drowning,False,1266,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001266.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001266.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001266.jpg,5,"tread water,tread water,tread water,drowning,drowning",tread water,0.5445
DJI_20260410102649_0017_D.MP4,drowning,False,1327,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001327.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001327.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001327.jpg,5,"tread water,tread water,tread water,tread water,drowning",tread water,0.7051
DJI_20260410102649_0017_D.MP4,drowning,False,1387,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001387.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001387.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001387.jpg,4,"tread water,tread water,tread water,drowning",tread water,0.6362
DJI_20260410102649_0017_D.MP4,drowning,False,1447,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_001447.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_001447.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_001447.jpg,4,"tread water,tread water,tread water,drowning",tread water,0.7422
DJI_20260410102649_0017_D.MP4,drowning,False,1507,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001507.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001507.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001507.jpg,3,"tread water,drowning,tread water",tread water,0.5454
DJI_20260410102649_0017_D.MP4,drowning,False,1567,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001567.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001567.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001567.jpg,4,"drowning,tread water,drowning,tread water",drowning,0.7095
DJI_20260410102649_0017_D.MP4,drowning,False,1627,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_001627.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_001627.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_001627.jpg,3,"tread water,drowning,drowning",tread water,0.7169
DJI_20260410102649_0017_D.MP4,drowning,False,1687,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001687.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001687.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001687.jpg,2,"swimming,drowning",swimming,0.5348
DJI_20260410102649_0017_D.MP4,drowning,False,1747,val,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/val/drowning__DJI_20260410102649_0017_D__frame_001747.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/val/drowning__DJI_20260410102649_0017_D__frame_001747.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/val/drowning__DJI_20260410102649_0017_D__frame_001747.jpg,3,"drowning,drowning,tread water",drowning,0.5471
DJI_20260410102649_0017_D.MP4,drowning,False,1807,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001807.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001807.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001807.jpg,2,"drowning,drowning",drowning,0.5448
DJI_20260410102649_0017_D.MP4,drowning,False,1867,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001867.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001867.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001867.jpg,2,"drowning,tread water",drowning,0.6934
DJI_20260410102649_0017_D.MP4,drowning,False,1927,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001927.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001927.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001927.jpg,3,"drowning,drowning,tread water",drowning,0.4853
DJI_20260410102649_0017_D.MP4,drowning,False,1987,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_001987.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_001987.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_001987.jpg,4,"tread water,drowning,drowning,tread water",tread water,0.6924
DJI_20260410102649_0017_D.MP4,drowning,False,2047,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_002047.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_002047.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_002047.jpg,3,"tread water,drowning,tread water",tread water,0.7106
DJI_20260410102649_0017_D.MP4,drowning,False,2108,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_002108.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_002108.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_002108.jpg,3,"tread water,tread water,drowning",tread water,0.7411
DJI_20260410102649_0017_D.MP4,drowning,False,2168,train,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/images/train/drowning__DJI_20260410102649_0017_D__frame_002168.jpg,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/labels/train/drowning__DJI_20260410102649_0017_D__frame_002168.txt,/Users/neerad/drowning-detection/datasets/dji003_priority_drowning_v2/previews/train/drowning__DJI_20260410102649_0017_D__frame_002168.jpg,3,"tread water,tread water,drowning",tread water,0.6382
